health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,grp_cnt_restricted,hosp_cnt,acutehosp_cnt,nh_cnt,nh_cnt_restricted,hhco_cnt,hhco_cnt_restricted,sys_multistate,sys_beds,sys_dsch,sys_res,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ownership,hos_net_revenue,hos_total_revenue
HSI00001175,University of Maryland Medical System,Baltimore,MD,1,1,17773833,0216,2800,624,1063,354,269,249,13,11,0,0,2,1,1,2282,149919,694.79,0,1,1,2,1,0,0,0,0,0,0,1,4215369169,4950882952
HSI00001176,University of Miami Health System,Miami,FL,1,0,18247237,,2062,307,643,60,131,126,3,1,0,0,0,0,1,,,,,,,,,,,,,,,,,
HSI00001177,University of Michigan Health System,Ann Arbor,MI,1,1,17773977,1099,4892,1488,1080,810,363,318,8,7,0,0,6,4,1,1697,81001,1318.01,0,1,1,2,0,0,0,1,1,0,1,3,6309352509,18332952388
HSI00001178,University of Missouri Health Care,Columbia,MO,1,1,17773676,0227,1440,428,214,113,84,79,5,4,0,0,0,0,1,621,30792,416.36,1,1,1,2,0,0,0,0,0,0,0,3,1579186399,5376080851
HSI00001179,University of Rochester Medical Center,Rochester,NY,1,1,17773972,0223,2434,699,1092,536,244,232,6,6,3,3,2,1,1,1254,59454,836.06,0,1,1,2,0,0,1,0,0,0,0,1,4163540871,9839563532
HSI00001180,University of South Alabama Hospitals,Mobile,AL,1,1,17773517,0057,774,272,182,46,47,43,3,3,0,0,0,0,1,858,35784,270.8,1,1,1,2,0,0,0,0,0,0,0,3,895606666,2643216590
HSI00001181,University of Southern California,Los Angeles,CA,1,1,18248385,0954,1429,268,206,123,81,76,4,3,0,0,0,0,1,767,28226,187.88,0,1,0,1,0,0,0,0,0,0,0,1,1860827277,7478634023
HSI00001184,University of Utah Hospitals and Clinics,Salt Lake City,UT,1,0,17773679,,1802,352,305,295,94,91,2,1,0,0,0,0,1,616,36141,467.98,0,1,1,2,0,0,0,1,1,1,1,3,2716282587,6070613681
HSI00001185,University of Vermont Health Network,Burlington,VT,1,0,17774092,,1554,435,306,210,160,144,6,6,4,4,0,0,2,908,34338,339.97,0,1,1,2,0,0,0,1,1,0,0,1,2672843716,6993516631
HSI00001186,University of Virginia Health System,Charlottesville,VA,1,1,17774133,0860,1636,386,535,152,168,162,5,4,0,0,1,1,1,885,39236,683.54,0,1,1,2,0,0,1,0,0,0,0,1,2811511963,9202988912
HSI00001188,Upper Peninsula Health Care Solutions,Marquette,MI,1,0,17830976,,90,34,46,30,36,33,4,4,2,2,1,1,1,72,1007,0,0,0,0,0,0,0,1,0,0,0,0,3,126807172,229618819
HSI00001213,VCU Health System,Richmond,VA,1,1,17773805,0939,1476,369,520,97,124,111,6,3,1,1,1,1,1,965,41179,532.28,0,1,1,2,0,0,0,0,0,0,0,3,2455601165,8846016525
HSI00001214,Vail Health,Vail,CO,1,0,18240893,,100,22,25,31,27,20,1,1,0,0,0,0,1,54,1482,0,0,0,0,0,0,1,0,0,0,0,0,3,238225583,488264827
HSI00001217,Valley Health,Winchester,VA,1,1,17773523,0128,376,133,209,117,79,73,6,6,3,2,1,1,2,580,30346,16.98,0,0,0,1,0,0,1,0,0,0,0,1,1065413447,2445686134
HSI00001218,Valley Health System,Ridgewood,NJ,1,0,17773351,,369,117,146,45,80,74,1,1,0,0,1,1,1,385,22793,0,0,0,0,0,0,0,0,0,0,0,0,1,1024442467,3356808906
HSI00001219,Valley Health Systems,Holyoke,MA,1,0,17779643,,150,29,46,34,19,18,1,1,0,0,1,1,1,201,6051,0,0,0,0,0,1,0,0,0,0,0,0,1,191937797,592526582
HSI00001222,Vanderbilt Health,Nashville,TN,1,1,17773682,0387,2538,560,1126,150,228,215,4,4,0,0,1,1,1,1292,72795,808.45,0,1,1,2,0,0,1,0,0,0,0,1,5729356840,19947243218
HSI00001223,Ventura County Health Care Agency,Ventura,CA,1,0,18360896,,358,203,51,29,59,46,1,1,0,0,0,0,1,272,13777,41.93,0,0,0,1,1,0,0,0,0,0,0,3,519867321,2137057644
HSI00001230,ECU Health,Greenville,NC,1,1,17773674,0217,1138,381,310,187,109,104,9,9,0,0,1,1,1,1367,51413,352.88,0,1,0,2,0,0,1,0,0,0,0,1,2106516050,5138089525
HSI00001233,Virtua Health,Marlton,NJ,1,1,17773527,6725,1032,297,369,157,194,170,5,5,0,0,1,1,1,1329,63300,103.84,0,0,0,1,0,0,0,0,0,0,0,1,2017054711,13810837020
HSI00001236,WakeMed Health and Hospitals,Raleigh,NC,1,1,17773353,6705,513,128,219,302,97,89,2,2,0,0,1,1,1,839,50753,71.53,0,0,0,1,0,0,0,1,0,0,0,1,1673846596,6565738861
HSI00001238,Washington Health System,Washington,PA,1,1,19141033,0979,151,75,49,30,41,30,2,2,0,0,0,0,1,232,7609,22.6,0,0,0,1,0,0,1,0,0,0,0,1,254790529,639088536
HSI00001239,Washington Hospital Healthcare System,Fremont,CA,1,0,18287490,,148,40,21,21,30,26,1,1,0,0,0,0,1,415,10718,0,0,0,0,0,0,1,0,0,0,0,0,3,533049140,2337156427
HSI00001240,Washington Regional,Fayetteville,AR,1,0,18215065,,161,58,73,16,37,35,1,1,0,0,1,1,1,377,15673,21.04,0,0,0,1,0,0,0,0,0,0,0,1,391093311,1840666958
HSI00001242,Wayne Memorial Health System,Honesdale,PA,1,0,17856389,,55,24,39,23,32,26,1,1,1,1,0,0,1,92,3046,0,0,0,0,0,0,0,0,0,0,0,0,1,103550317,393227858
HSI00001243,Wellspan Health,York,PA,1,1,17816856,0068,1380,473,573,274,303,261,8,6,0,0,6,2,1,1160,53871,177.84,0,1,0,1,0,0,0,1,1,0,0,1,2892632677,8555671901
HSI00001244,WellStar Health System,Marietta,GA,1,1,17778037,0995,1566,593,378,316,340,316,9,8,3,3,2,2,1,1882,100334,220.99,0,1,0,1,0,1,1,1,,,,3,3669841061,19327198542
HSI00001250,West Tennessee Healthcare,Jackson,TN,1,1,17773356,0004,253,104,173,29,64,49,8,7,0,0,1,0,1,824,31286,27.92,0,0,0,1,0,1,1,0,0,0,0,3,906114291,3287097900
HSI00001251,West Virginia University Health System,Morgantown,WV,1,1,17779644,0119,2335,789,798,447,283,265,23,22,7,7,5,1,3,2370,114991,561.76,0,1,1,1,1,0,1,1,0,0,0,1,5020950108,14919843309
HSI00001252,WMC Health,Valhalla,NY,1,1,17773985,1004,1003,217,231,172,100,92,8,7,3,3,2,1,1,1230,50450,401.64,0,1,0,2,1,1,1,,,,,3,2324571372,13830974638
HSI00001253,Nuvance Health,Danbury,CT,1,1,17773939,1098,1031,296,277,262,143,129,7,7,0,0,2,2,2,1086,52925,370.48,0,1,0,2,0,0,0,0,0,0,0,1,2225470791,6838692698
HSI00001260,White River Health System,Batesville,AR,1,1,18209632,0468,90,44,61,4,44,39,2,2,0,0,0,0,1,195,8574,41.83,0,0,0,1,0,0,0,1,0,0,0,1,275984720,736529965
HSI00001263,Willis Knighton Health System,Shreveport,LA,1,1,17774137,1945,404,138,100,56,118,115,3,3,3,3,1,1,1,720,30283,34.8,0,0,0,1,0,0,0,1,,,,1,1099247817,4158704956
HSI00001264,Winona Health,Winona,MN,1,0,18199792,,63,15,28,21,7,6,1,1,1,1,0,0,1,41,1168,0,0,0,0,0,0,0,0,1,,,,1,99627922,202921739
HSI00001269,Witham Health Services,Lebanon,IN,1,0,17991322,,93,36,27,11,25,25,1,1,0,0,0,0,1,50,2180,0,0,0,0,0,0,0,0,0,0,0,0,3,165302794,524399914
HSI00001272,Yale New Haven Health System,New Haven,CT,1,1,17774138,0157,3683,963,768,587,383,356,7,7,1,1,4,3,2,2228,101307,1061.55,0,1,1,2,0,0,0,0,0,0,0,1,5461086667,18331632413
HSI00001274,York Hospital,York,ME,1,0,18388303,,94,26,40,31,33,30,1,1,0,0,0,0,1,54,2200,0,0,0,0,0,0,0,0,,,,,1,197013972,513233115
HSI00001275,Yuma Regional Medical Center,Yuma,AZ,1,0,18388031,,203,50,74,25,23,22,1,1,0,0,0,0,1,430,11279,24.53,0,0,0,1,0,1,1,1,1,,,1,732517265,2929255475
HSI00001281,Astria Health System,Sunnyside,WA,1,1,22251426,1031,70,22,21,10,20,19,2,2,0,0,1,0,1,72,1880,0,0,0,0,0,1,0,1,0,0,0,0,1,171165690,527031403
HSI00001283,Auburn Community Hospital,Auburn,NY,1,0,22648444,,71,18,39,30,18,18,1,1,1,1,0,0,1,85,3722,0,0,0,0,0,0,0,0,0,0,0,0,1,141092496,367361599
HSI00001284,Ballad Health,Johnson City,TN,1,1,17774104,1033,744,255,594,172,179,161,22,21,3,3,4,4,2,1635,83358,274.95,0,1,1,1,1,0,1,0,0,0,0,1,2104074046,11184093409
HSI00001286,Bristol Hospital,Bristol,CT,1,0,23068499,,89,21,35,31,25,25,1,1,1,1,1,1,1,123,4478,0,0,0,0,0,0,0,0,0,0,0,0,1,156718520,616197542
HSI00001287,Broadlawns Medical Center,Des Moines,IA,1,0,23134766,,133,69,47,21,13,12,1,1,0,0,0,0,1,113,3674,1288.33,0,1,1,2,1,0,0,0,0,0,0,3,169546034,430318164
HSI00001288,Brookdale University Hospital And Medical Center,Brooklyn,NY,1,0,23070383,,243,75,36,39,14,14,1,1,0,0,0,0,1,498,19521,447.19,0,1,1,2,1,0,0,,,,,1,680306497,1686552315
HSI00001301,Cuyuna Regional Medical Center,Crosby,MN,1,0,22224427,,58,25,29,20,4,4,2,2,1,1,0,0,1,25,1443,0,0,0,0,0,0,0,0,,,,,1,180828344,559567469
HSI00001309,Goshen Health,Goshen,IN,1,0,20906985,,104,43,67,7,34,31,1,1,0,0,1,1,1,103,4519,0,0,0,0,0,0,0,0,,,,,1,248411935,821040752
HSI00001314,Hancock Regional Hospital,Greenfield,IN,1,0,22843700,,89,32,45,4,29,26,1,1,0,0,0,0,1,113,2817,0,0,0,0,0,0,0,0,0,0,0,0,3,160130411,564567551
HSI00001319,Holland Hospital,Holland,MI,1,0,23134512,,107,39,41,35,30,24,1,1,0,0,1,1,1,189,6114,0,0,0,0,0,0,0,0,0,,,,1,262314826,771522133
HSI00001324,Indiana Regional Medical Center,Indiana,PA,1,0,23037478,,95,33,28,31,34,34,1,1,0,0,0,0,1,134,4709,8.75,0,0,0,1,0,0,0,0,0,0,0,1,189722674,640738101
HSI00001334,Mountain View Hospital,Idaho Falls,ID,1,0,18295492,,50,16,58,40,25,25,1,1,0,0,0,0,1,43,2351,0,0,0,0,0,1,0,0,,,,,5,432896657,944661816
HSI00001338,Northeastern Health System,Tahlequah,OK,1,0,23134572,,74,23,35,3,10,10,2,2,0,0,0,0,1,121,2835,13.5,0,0,0,1,0,0,0,0,0,0,0,3,153229841,430866733
HSI00001341,Parkview Medical Center,Pueblo,CO,1,0,21207714,,204,68,36,25,30,28,1,1,0,0,1,1,1,253,14895,58.79,0,0,0,1,0,0,0,0,0,0,0,1,522899216,3072406397
HSI00001350,Salem Regional Medical Center,Salem,OH,1,0,22932091,,50,21,11,9,13,12,1,1,0,0,0,0,1,87,2132,0,0,0,0,0,0,0,0,,,,,1,106899288,276476219
HSI00001351,San Francisco Health Network,San Francisco,CA,1,0,22325837,,728,354,238,15,25,24,2,1,2,2,0,0,1,284,13154,278.53,0,1,1,2,1,1,1,0,0,0,0,3,889527047,3939347271
HSI00001352,Schneck Medical Center,Seymour,IN,1,0,22849715,,70,22,45,10,24,23,1,1,0,0,0,0,1,52,2082,0,0,0,0,0,0,0,0,1,1,0,0,3,203288999,530225240
HSI00001354,Self Regional Healthcare,Greenwood,SC,1,0,23144453,,201,104,54,33,39,38,2,2,0,0,2,0,1,315,9129,30.37,0,0,0,1,0,0,1,0,0,0,0,3,454859649,1358029034
HSI00001356,Island Hospital,Anacortes,WA,1,0,22768055,,65,31,23,23,10,10,1,1,0,0,0,0,1,43,2266,0,0,0,0,0,0,1,0,0,0,0,0,1,106148126,277421313
HSI00001359,Stillwater Medical Center Authority,Stillwater,OK,1,0,22326353,,105,39,40,24,36,34,4,4,1,1,1,1,1,147,4647,2.18,0,0,0,1,0,0,1,0,0,0,0,3,285982006,1075894743
HSI00001365,Valley View Hospital Association,Glenwood Springs,CO,1,0,22829875,,102,32,30,26,14,13,1,1,0,0,0,0,1,31,3120,0,0,0,0,0,0,0,0,,,,,1,317372897,768734212
HSI00001369,AtlantiCare,Egg Harbor Township,NJ,1,1,17773296,0293,364,112,194,34,95,85,1,1,0,0,1,1,1,532,25885,72.43,0,0,0,1,0,0,0,0,0,0,0,1,836274659,3807758737
HSI00001377,UofL Health,Louisville,KY,1,1,17773480,0983,1330,264,414,74,171,155,7,5,0,0,1,1,1,1154,64398,402.57,0,1,1,2,1,0,0,1,0,0,0,1,1971547962,7109464746
HSI00001378,Prisma Health,Greenville,SC,1,1,17773798,4155,2596,946,773,314,324,308,12,10,3,3,2,1,1,2129,122873,601.99,0,1,1,2,1,1,1,0,0,0,0,1,4181808678,15395688180
HSI00001381,Saint Marys Healthcare,Amsterdam,NY,1,0,18227724,,64,21,40,17,23,20,2,1,1,1,0,0,1,100,2918,0,0,0,0,0,0,1,1,0,0,0,0,1,151769773,526665196
HSI00001382,AnMed Health,Anderson,SC,1,1,18248081,0389,318,162,104,21,64,63,2,2,0,0,2,1,1,409,18027,33.5,0,0,0,1,0,0,0,1,0,0,0,1,622732411,2875648264
HSI00001383,OU Health,Oklahoma City,OK,1,0,18323508,,1521,491,264,170,104,98,2,2,0,0,0,0,1,819,34018,416.35,0,1,0,2,1,0,0,0,0,0,0,1,1646713049,9997667979
HSI00001386,Crouse Health System,Syracuse,NY,1,0,18408020,,182,48,99,88,22,19,1,1,0,0,0,0,1,502,15635,49.62,0,0,0,1,0,0,0,0,,,,1,533777689,1068838053
HSI00001389,Holy Name Medical Center,Teaneck,NJ,1,0,21638324,,192,32,67,21,36,33,1,1,0,0,0,0,1,289,11074,0,0,0,0,0,0,0,0,0,0,0,0,1,493379973,1772935347
HSI00001396,Cape Regional Health System,Cape May Court House,NJ,1,0,23156554,,85,24,28,21,21,19,1,1,0,0,0,0,1,149,5468,0,0,0,0,0,0,0,0,0,0,0,0,1,130402745,932282233
HSI00001400,Summit Healthcare,Show Low,AZ,1,0,23295626,,66,22,30,24,26,24,1,1,0,0,0,0,1,89,5167,0,0,0,0,0,0,0,0,0,,,,1,261367382,936480726
HSI00001402,Tri State Memorial Hospital,Clarkston,WA,1,0,23299469,,61,18,24,14,12,12,1,1,0,0,0,0,1,25,1082,0,0,0,0,0,0,0,0,,,,,1,106959674,210489348
HSI00001403,San Mateo County Health,San Mateo,CA,1,0,23299521,,152,68,78,11,10,9,1,1,1,1,0,0,1,69,2252,0.86,0,0,0,1,1,1,1,1,1,1,,3,169659579,593749972
HSI00001407,The Brooklyn Hospital Center,Brooklyn,NY,1,0,23722560,,216,81,28,33,20,16,1,1,0,0,0,0,1,236,11067,252.89,0,1,1,2,1,1,1,,,,,1,429581616,1878390203
HSI00001409,El Paso County Hospital District,El Paso,TX,1,0,24368480,,121,31,81,14,16,15,1,1,0,0,0,0,1,296,16774,182.35,0,1,1,2,1,1,1,1,1,1,,3,438059333,2108324323
HSI00001412,Redington Fairview General Hospital,Skowhegan,ME,1,0,24561999,,52,24,15,18,15,14,1,1,0,0,0,0,1,25,1077,0,0,0,0,0,0,0,0,0,0,0,0,1,135377547,213531135
HSI00001415,LMH Health,Lawrence,KS,1,0,24982884,,132,45,59,24,29,28,1,1,1,1,0,0,1,110,5906,0,0,0,0,0,0,0,0,0,0,0,0,3,353617268,1407052940
HSI00001416,Beth Israel Lahey Health,Cambridge,MA,1,1,25098984,0949,4646,1276,1130,403,340,304,10,9,0,0,2,2,1,2146,127359,901.46,0,1,1,2,0,0,0,0,0,0,0,1,4956408633,10984317193
HSI00001419,Jupiter Medical Center,Jupiter,FL,1,0,25281155,,105,11,48,25,16,15,1,1,0,0,0,0,1,242,13078,0,0,0,0,0,0,0,0,0,0,0,0,1,380056898,1844772896
HSI00001421,Wooster Community Hospital Health System,Wooster,OH,1,0,25412472,,75,21,30,9,26,23,1,1,0,0,0,0,1,112,5334,0,0,0,0,0,0,0,0,,,,,3,159654618,385705154
HSI00001423,Pikeville Medical Center,Pikeville,KY,1,0,25633793,,160,47,80,13,18,16,1,1,0,0,0,0,1,328,10227,0,0,0,0,0,0,0,0,0,0,0,0,1,600022319,2788202816
HSI00001424,Memorial Hospital of Sweetwater County,Rock Springs,WY,1,0,25634115,,89,19,10,10,14,13,1,1,0,0,0,0,1,58,1425,0,0,0,0,0,0,0,0,0,0,0,0,3,107704512,229565772
HSI00001427,CommonSpirit Health,Chicago,IL,1,1,24989165,0948,11143,3868,3486,2043,1539,1400,145,136,22,22,46,33,3,16679,765148,1419.8,0,1,0,1,1,0,1,1,1,1,1,2,29387477489,135691532072
HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,1,1,18155713,5085,3821,1414,1576,665,992,853,37,36,5,4,13,11,3,5641,306654,540.62,0,1,0,1,1,0,1,0,0,0,0,2,9031417176,45970022151
HSI00001430,Catholic Health Systems,Buffalo,NY,1,1,18234138,0234,806,268,164,272,61,53,5,5,5,5,2,1,1,1046,43282,67.7,0,0,0,1,1,0,1,1,,,,2,1102141213,2488386885
HSI00001431,Hays Medical Center,Hays,KS,1,0,18079410,,101,31,38,23,18,18,2,2,1,1,0,0,1,160,4148,0,0,0,0,0,0,0,1,0,0,0,0,1,235377478,706517895
HSI00001436,Overlake Medical Center and Clinics,Bellevue,WA,1,0,18289901,,326,111,62,50,58,50,1,1,0,0,0,0,1,296,13490,0,0,0,0,0,0,0,0,0,0,0,0,1,675123014,2331976005
HSI00001441,South Central Regional Medical Center Health System,Laurel,MS,1,0,25989178,,86,23,49,6,34,31,1,1,2,2,2,2,1,268,6581,0,0,0,0,0,0,0,0,,,,,3,149433944,427160445
HSI00001442,Englewood Health,Englewood,NJ,1,0,26001022,,517,157,164,53,124,113,1,1,0,0,0,0,1,274,14919,67.3,0,0,0,1,0,0,0,0,0,0,0,1,1062660425,7008711546
HSI00001443,Montage Health,Monterey,CA,1,0,26004771,,213,60,42,10,22,22,1,1,1,1,0,0,1,227,13632,0,0,0,0,0,0,1,1,1,1,,,1,905131143,2865619128
HSI00001446,Foundation Health Partners,Fairbanks,AK,1,0,26092261,,104,44,26,23,8,7,1,1,1,1,0,0,1,122,5852,0,0,0,0,0,0,0,0,0,0,0,0,1,318311036,732966995
HSI00001447,North Country Healthcare,Whitefield,NH,1,0,26106991,,52,15,26,12,3,3,3,3,0,0,1,1,1,50,1185,0,0,0,0,0,0,0,0,0,0,0,0,1,166810522,239908088
HSI00001449,Oaklawn Hospital,Marshall,MI,1,0,26234717,,63,23,30,20,34,29,1,1,0,0,0,0,1,78,3105,0,0,0,0,0,0,0,0,0,0,0,0,1,156589054,566170303
HSI00001450,Larkin Health System,South Miami,FL,1,0,26344904,,232,87,26,1,6,5,3,2,0,0,0,0,1,237,9183,415.55,0,1,1,2,1,0,0,0,0,0,0,5,186388344,751437672
HSI00001457,San Joaquin County Clinics,French Camp,CA,1,0,26692505,,182,104,38,11,9,9,1,1,0,0,0,0,1,206,10049,64.01,0,1,0,2,1,0,0,,,,,3,300017511,2114879011
HSI00001458,Lawrence General Hospital,Lawrence,MA,1,0,26711623,,332,141,41,23,8,8,1,1,0,0,0,0,1,186,11332,28.18,0,0,0,1,1,0,0,0,0,0,0,1,309320000,689090820
HSI00001464,MLK Community Healthcare,Los Angeles,CA,1,0,26753096,,65,34,27,3,4,3,1,1,0,0,0,0,1,152,9098,5.42,0,0,0,1,1,1,1,0,0,0,0,1,142379855,3678186719
HSI00001473,Anderson Medical Group,Maryville,IL,1,0,27941961,,80,33,38,16,20,20,1,1,0,0,0,0,1,144,6147,0,0,0,0,0,0,0,0,0,0,0,0,1,182086894,826748449
HSI00001475,ScionHealth,Louisville,KY,1,1,17773839,1096,660,269,392,111,41,34,82,17,1,1,0,0,3,1803,43424,36.91,0,0,0,1,1,0,1,0,0,0,0,5,1395648406,6465430943
HSI00001481,Southern Ohio Medical Center,Portsmouth,OH,1,0,24002291,,120,40,116,19,42,36,1,1,0,0,1,1,1,192,9051,0.42,0,0,0,1,0,1,1,0,0,0,0,1,424296379,1429777122
HSI00001497,Valley Childrens Healthcare,Madera,CA,1,0,29629391,,293,119,74,17,12,12,1,1,0,0,1,1,1,358,9960,53.63,2,0,0,1,0,0,0,0,0,0,0,1,719923229,2130711363
HSI00001499,VHC Health,Arlington,VA,1,0,29644654,,243,87,72,48,21,20,1,1,0,0,0,0,1,385,20883,34.42,0,0,0,1,0,0,0,0,0,0,0,1,678312768,2186532064
HSI00001500,Childrens Hospital Colorado,Aurora,CO,1,0,29644673,,756,218,361,140,20,15,1,1,0,0,0,0,1,497,15638,274.01,2,1,0,2,0,0,0,0,0,0,0,1,1474292694,4121624067
HSI00001501,Boone Hospital Center,Columbia,MO,1,0,29644726,,96,48,59,15,12,12,1,1,0,0,0,0,1,278,12113,0,0,0,0,0,0,0,0,0,0,0,0,1,346527763,1175550459
HSI00001502,Antelope Valley Medical Center,Lancaster,CA,1,0,29644796,,55,11,27,12,3,3,1,1,0,0,0,0,1,393,18130,0,0,0,0,0,1,0,0,0,0,0,0,3,496855608,2028877878
HSI00001506,Tri City Healthcare District,Oceanside,CA,1,0,29647500,,75,20,5,22,7,6,1,1,0,0,0,0,1,310,8142,3.91,0,0,0,1,0,0,0,,,,,3,302390145,1247543595
HSI00001520,El Centro Regional Medical Center,El Centro,CA,1,0,29659736,,60,16,22,6,5,5,1,1,0,0,0,0,1,161,3631,0,0,0,0,0,1,0,0,0,,,,3,145916294,721232704
HSI00001525,Williamson County Hospital District,Franklin,TN,1,0,29760536,,74,29,17,10,14,13,1,1,0,0,0,0,1,203,9411,0,0,0,0,0,0,0,0,0,0,0,0,3,271402765,961073665
HSI00001526,Advocate Health,Charlotte,NC,1,1,17773788,9996,10537,3904,3597,2094,1662,1522,58,53,8,8,25,15,3,10615,521832,1966.77,0,1,1,1,1,0,1,1,1,0,1,1,22368381601,84051910422
HSI00001529,Ozarks Healthcare,West Plains,MO,1,0,18158799,,58,15,23,3,11,11,1,1,0,0,0,0,1,111,4699,0,0,0,0,0,0,0,0,0,0,0,0,1,145776145,560043413
HSI00001532,Shore Physicians Group,Somers Point,NJ,1,0,19621419,,87,27,29,9,15,15,1,1,0,0,0,0,1,199,7632,0,0,0,0,0,0,0,0,,,,,1,247528189,1233479333
HSI00001533,Riverside Healthcare,Kankakee,IL,1,0,25072619,,143,47,69,11,40,37,1,1,1,1,1,1,1,256,8249,16.06,0,0,0,1,0,0,0,0,0,0,0,1,434453319,1602749021
HSI00001540,Western Wisconsin Health,Baldwin,WI,1,0,30038736,,50,13,17,9,3,2,2,2,0,0,0,0,1,25,637,0,0,0,0,0,0,0,0,0,0,0,0,1,66486015,107562929
HSI00001545,Cullman Regional Medical Center,Cullman,AL,1,0,30059154,,73,20,42,0,24,24,1,1,0,0,2,1,1,137,9352,0,0,0,0,0,0,0,0,0,,,,3,167078317,704886026
HSI00001546,OroHealth Corporation,Oroville,CA,1,0,30059275,,92,32,37,30,22,19,1,1,0,0,1,1,1,153,10599,0,0,0,0,0,1,0,0,0,,,,1,382116003,1158520769
HSI00001560,Little Company of Mary Hospital of Indiana,Jasper,IN,1,0,30159567,,117,55,52,9,26,26,1,1,0,0,1,1,1,96,2602,14.47,0,0,0,1,0,0,0,,,,,2,259088848,815825409
HSI00001561,American Healthcare Systems,Glendale,CA,1,1,30162327,0420,127,46,47,41,50,38,3,3,0,0,1,1,2,623,17099,0,0,0,0,0,1,0,1,0,0,0,0,5,357810049,2369763957
HSI00001571,Saint Tammany Health System,Covington,LA,1,0,30181830,,106,37,38,8,7,6,1,1,0,0,0,0,1,213,12117,0,0,0,0,0,0,1,0,0,0,0,0,3,434588974,1762282908
HSI00001580,Knox Community Hospital,Mount Vernon,OH,1,0,30217107,,63,20,43,7,12,12,1,1,0,0,0,0,1,64,3211,0,0,0,0,0,0,0,0,0,0,0,0,1,212019640,578434074
HSI00001588,Saint Johns Health,Jackson,WY,1,0,30257927,,50,11,10,5,3,3,1,1,0,0,0,0,1,48,1743,0,0,0,0,0,0,0,0,0,0,0,0,3,169839060,298804057
